prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(kg/m2/s),evap_surface(kg/m2/s),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2),Soil_Moisture_Sum,Soil_Saturation,soil_awsc_max,Actual_Soil_Saturation,date,Baseflow
0,35.2,20.13,27.66,374.78,322.96,0.31,1.1,1.18,28.72,5,3.05,1.3,0,0.48,1.58,44.98,143.52,519.18,709.26,707.96,150,4.719733333,09-03-2009,0
0,33.57,22.06,27.82,385.38,324.01,0.29,-0.18,0.47,41.96,4.56,2.72,0.58,0.35,0.53,1.63,44.92,143.25,518.73,708.53,707.95,150,4.719666667,10-03-2009,0
0,36.76,20.17,28.46,356.16,332.17,0.93,-1.44,1.72,30.9,4.58,3.1,0.59,0.02,0.67,1.72,44.87,142.99,518.28,707.86,707.27,150,4.715133333,11-03-2009,0
0,37.09,19.4,28.24,333.11,347.88,0.04,-2.27,2.29,17.1,5.62,3.46,0.54,0,0.8,1.71,44.8,142.72,517.74,706.97,706.43,150,4.709533333,12-03-2009,0
0,35.89,18.53,27.21,325.09,356.2,-2.2,0.17,2.22,17.94,5.61,3.37,0.51,0,0.73,1.65,44.75,142.46,517.35,706.21,705.7,150,4.704666667,13-03-2009,0
0,35.48,18.85,27.16,365.37,342.47,0.99,-0.37,1.13,24.9,4.56,3.22,0.5,0.04,0.58,1.61,44.7,142.22,516.93,705.46,704.96,150,4.699733333,14-03-2009,0
0,33.55,19.63,26.59,355.17,338.44,1.1,-1.02,1.53,21.99,5.83,3.1,0.5,0.03,0.66,1.6,44.65,141.96,516.45,704.66,704.16,150,4.6944,15-03-2009,0
0,34.82,19.45,27.14,364.16,345.44,-0.42,-0.22,0.89,22.19,4.76,3.18,0.45,0.02,0.67,1.59,44.59,141.71,516,703.89,703.44,150,4.6896,16-03-2009,0
0,35.35,18.8,27.08,359.58,338.91,1.25,-0.78,1.56,28.64,4.7,3.19,0.43,0.11,0.59,1.63,44.54,141.44,515.51,703.12,702.69,150,4.6846,17-03-2009,0
0,36.36,19.79,28.08,354.33,349.81,0.41,-1.01,1.2,26.57,5.48,3.29,0.42,0.03,0.66,1.65,44.48,141.18,515.05,702.36,701.94,150,4.6796,18-03-2009,0
0,37.09,19.9,28.5,361.52,352.68,0.04,0.1,0.42,28.97,4.54,3.36,0.42,0.11,0.68,1.62,44.43,140.95,514.63,701.63,701.21,150,4.674733333,19-03-2009,0
0,36.62,21.28,28.95,383.24,342.51,0.58,0.89,1.1,38.29,5.21,3.21,1.45,0.42,0.63,1.82,44.38,140.69,514.13,701.02,699.57,150,4.6638,20-03-2009,0
0,35.38,21.06,28.22,372.05,328.87,0.53,0.84,1.02,44.84,4.67,3.22,2.61,0.25,0.8,2.15,44.32,140.39,513.57,700.43,697.82,150,4.652133333,21-03-2009,0
2.25,36.41,20.41,28.41,349.35,339.01,0.68,-0.32,0.85,50.44,4.76,3.4,1.51,0.05,0.84,2.57,44.25,140.08,513.11,700.01,700.75,150,4.671666667,22-03-2009,0
0,36.69,20.3,28.49,364.44,353.59,-0.26,-0.34,1.26,28.33,4.61,3.44,1.17,0.02,0.71,2.68,44.2,139.82,512.65,699.35,698.18,150,4.654533333,23-03-2009,0
0,36.2,21.06,28.63,392.53,344.35,0.59,-0.07,0.81,37.35,4.59,2.98,0.94,0.48,0.56,2.61,44.15,139.6,512.22,698.58,697.64,150,4.650933333,24-03-2009,0
0,36.58,20.61,28.6,370.82,304.41,-0.2,1.05,1.09,58.59,4.53,3.18,1.78,0.03,0.9,3.75,44.09,139.33,511.73,698.9,697.12,150,4.647466667,25-03-2009,0
3.18,36.91,19.75,28.33,361.64,310.26,1.58,0.81,1.79,39.37,4.9,3.28,1.09,0.08,0.94,4.85,44.03,139.02,511.21,699.11,701.2,150,4.674666667,26-03-2009,0
0,37.48,20.44,28.96,343.9,360.8,0.75,-0.88,1.39,27.55,5.29,3.37,0.75,0,0.88,4.65,43.98,138.76,510.74,698.13,697.38,150,4.6492,27-03-2009,0
0,37.7,21.24,29.47,378.59,358.88,1.17,0.25,1.21,29.92,5.73,3.62,0.81,0.01,0.77,4.22,43.93,138.54,510.32,697.01,696.2,150,4.641333333,28-03-2009,0
0,38.2,22.43,30.32,379.69,356.93,2.28,1.71,2.87,29.53,5.89,3.5,0.63,0.16,0.88,3.89,43.89,138.3,509.87,695.95,695.32,150,4.635466667,29-03-2009,0
0,37.67,24,30.84,388.89,357.14,2.39,1.16,2.67,32.2,5.47,3.69,0.61,0.11,0.86,3.71,43.84,138.05,509.42,695.02,694.41,150,4.6294,30-03-2009,0
0,38.44,23.52,30.98,363.86,358.16,1.52,0.11,1.58,41.62,5.42,3.55,0.55,0,0.82,3.57,43.8,137.82,508.98,694.17,693.62,150,4.624133333,31-03-2009,0
0,38.99,22.74,30.86,357.11,365.72,0.04,-1.63,1.69,27.03,5.76,3.75,0.55,0,0.79,3.33,43.76,137.63,508.6,693.32,692.77,150,4.618466667,01-04-2009,0
0,38.14,22.65,30.4,366.93,365.99,0.76,-0.74,1.21,30.12,5.64,3.8,0.54,0,0.7,3.06,43.73,137.46,508.25,692.5,691.96,150,4.613066667,02-04-2009,0
0,39.37,23.55,31.46,373.26,363.39,-0.3,-0.43,0.87,28.73,5.89,3.77,0.51,0,0.63,2.83,43.7,137.29,507.9,691.72,691.21,150,4.608066667,03-04-2009,0
0,39.67,23.69,31.68,385.26,362.74,2.18,0.43,2.24,28.01,6.05,3.75,0.48,0.11,0.69,2.68,43.66,137.11,507.58,691.03,690.55,150,4.603666667,04-04-2009,0
0,39.79,24.13,31.96,379.23,362.31,1.79,0.79,1.99,34.48,6.14,3.49,0.44,0.11,0.76,2.65,43.62,136.9,507.13,690.3,689.86,150,4.599066667,05-04-2009,0
0,39.06,23.64,31.35,372.64,363.52,0.16,-1.55,1.76,25.21,6.41,3.86,0.46,0,0.66,2.62,43.58,136.71,506.8,689.71,689.25,150,4.595,06-04-2009,0
0,38.87,23.35,31.11,386.9,351.22,1.39,1.06,1.83,37.11,5.61,3.85,1.63,0.01,0.79,2.63,43.55,136.51,506.39,689.08,687.45,150,4.583,07-04-2009,0
1.72,35.47,23.89,29.68,386.83,356.26,-0.13,0.51,0.58,50.86,4.97,3.39,1.43,0.12,0.83,2.96,43.49,136.25,505.86,688.56,688.85,150,4.592333333,08-04-2009,0
0,37,22.47,29.74,388.62,349.38,-1.12,0.36,1.24,49.14,4.63,3.54,1.55,0.15,0.77,3.51,43.45,136.02,505.42,688.4,686.85,150,4.579,09-04-2009,0
0,37.72,22.39,30.06,388.5,339.58,0.8,-0.83,1.24,51.81,4.55,3.41,0.55,0.29,0.8,3.6,43.41,135.8,504.94,687.75,687.2,150,4.581333333,10-04-2009,0
0,39.11,23.18,31.14,357.08,374.39,-0.78,-0.96,1.58,20.19,5.89,3.89,0.53,0,0.78,3.38,43.37,135.6,504.59,686.94,686.41,150,4.576066667,11-04-2009,0
0,39.15,22.59,30.87,352.45,379.4,-0.49,-0.91,1.25,17.43,5.91,3.88,0.49,0,0.72,3.08,43.34,135.44,504.27,686.13,685.64,150,4.570933333,12-04-2009,0
0,39,22.77,30.88,350.95,379.81,-0.69,-0.86,1.43,21.24,6.47,3.97,0.48,0,0.69,2.84,43.31,135.28,503.9,685.33,684.85,150,4.565666667,13-04-2009,0
0,40.68,22.92,31.8,362.82,378.01,-1.26,-0.22,1.47,18.8,6.57,3.88,0.44,0,0.66,2.62,43.29,135.13,503.61,684.65,684.21,150,4.5614,14-04-2009,0
0,40.23,23.36,31.8,381.21,378.01,-2.42,0.45,2.48,21.05,6.63,3.93,0.43,0,0.58,2.43,43.26,135,503.35,684.04,683.61,150,4.5574,15-04-2009,0
0,40.21,25.13,32.67,409.08,367.08,-2.15,-0.24,2.19,20.45,6.62,3.94,0.41,0.15,0.5,2.26,43.24,134.88,503.1,683.48,683.07,150,4.5538,16-04-2009,0
0,40.17,25.29,32.73,409.23,309.75,0.4,1.41,1.5,35.24,5.71,3.05,0.31,0.23,0.59,2.18,43.21,134.71,502.73,682.83,682.52,150,4.550133333,17-04-2009,0
0,40.59,25.95,33.27,415.95,357.63,1.96,1.83,2.77,32.06,6.11,3.55,0.47,0.17,0.67,2.79,43.18,134.53,502.37,682.87,682.4,150,4.549333333,18-04-2009,0
0,40.22,25,32.61,402.49,371.41,2.66,0.48,2.72,31.58,6.39,3.83,0.37,0.02,0.61,2.74,43.15,134.38,502.03,682.3,681.93,150,4.5462,19-04-2009,0
0,41.53,24.64,33.08,391.88,375.55,2.03,1.65,2.64,32.88,6.66,3.99,0.39,0.02,0.61,2.55,43.12,134.21,501.72,681.6,681.21,150,4.5414,20-04-2009,0
0,40.67,26.64,33.66,387.35,375.07,2.82,1.04,3.01,16.04,7.45,3.96,0.35,0,0.46,2.37,43.09,134.06,501.39,680.91,680.56,150,4.537066667,21-04-2009,0
0,41.12,26.55,33.84,416.56,365.58,2.81,-0.49,2.88,14.74,7.52,3.65,0.31,0.11,0.5,2.2,43.07,133.94,501.12,680.33,680.02,150,4.533466667,22-04-2009,0
0,40.52,25.83,33.17,353.7,386.58,0.14,-1.32,1.36,19.58,7.14,3.85,0.31,0,0.5,2.05,43.05,133.82,500.85,679.77,679.46,150,4.529733333,23-04-2009,0
0,40.81,24.41,32.61,343.75,396.16,-1.46,-0.43,1.6,8.63,7.44,3.92,0.37,0,0.49,1.92,43.03,133.69,500.62,679.26,678.89,150,4.525933333,24-04-2009,0
0,41.05,25.71,33.38,397.89,372.19,0.67,0.87,1.11,26.23,5.27,3.41,0.32,0.01,0.51,1.83,43,133.55,500.3,678.68,678.36,150,4.5224,25-04-2009,0
0,41.26,25.94,33.6,384.74,367.72,1.15,0.07,1.43,30.65,5.55,3.74,0.29,0,0.6,1.83,42.97,133.38,499.94,678.12,677.83,150,4.518866667,26-04-2009,0
0,40.79,25.56,33.17,347.69,386.03,0.13,-2.04,2.05,17.44,6.63,3.85,0.28,0,0.52,1.8,42.95,133.23,499.63,677.61,677.33,150,4.515533333,27-04-2009,0
0,41.54,24.87,33.2,360.18,391.29,-0.02,0.16,0.79,13.98,6.36,4.03,0.28,0,0.4,1.72,42.92,133.09,499.34,677.07,676.79,150,4.511933333,28-04-2009,0
0,42.03,25.54,33.78,385.8,386.66,1.65,0.52,1.78,18.92,6.8,3.91,0.3,0,0.38,1.67,42.9,132.97,499.08,676.62,676.32,150,4.5088,29-04-2009,0
0,42.08,26.83,34.46,398.71,381.12,2.24,1,2.48,21.28,6.62,3.78,0.26,0.02,0.39,1.64,42.88,132.84,498.8,676.16,675.9,150,4.506,30-04-2009,0
0,42.03,26.54,34.28,394.71,383.93,1.47,1.91,2.43,23.68,6.21,3.45,0.3,0.05,0.49,1.84,42.86,132.71,498.48,675.89,675.59,150,4.503933333,01-05-2009,0
2.57,41.72,27.19,34.46,410.84,372.47,0.74,1.88,2.04,32.52,6.62,3.89,0.43,0.93,0.56,2.48,42.83,132.56,498.18,676.05,678.19,150,4.521266667,02-05-2009,0
2.27,41.36,25.86,33.61,388.74,286.17,1.65,0.25,1.77,38.77,6.75,3.87,0.79,0.02,0.56,3.09,42.81,132.41,497.87,676.18,677.66,150,4.517733333,03-05-2009,0
1.84,40.15,25.92,33.03,387.97,383.71,2.11,2.02,2.94,33.44,6.48,3.74,2.68,0.48,0.6,3.24,42.78,132.26,497.55,675.83,674.99,150,4.499933333,04-05-2009,0
3.74,40.68,25.55,33.12,392.37,379.78,0.97,1.26,1.62,41.38,5.8,4,2.4,0.11,0.79,3.49,42.75,132.08,497.15,675.47,676.81,150,4.512066667,05-05-2009,0
0,41.69,26.55,34.12,392.99,335.74,1.04,1.07,1.5,32.68,6.12,3.74,1.89,0,0.69,3.81,42.72,131.91,496.78,675.22,673.33,150,4.488866667,06-05-2009,0
0,41.32,27.01,34.16,405.14,356.33,-0.22,-0.53,0.97,20.66,6.48,4.1,0.81,0.01,0.57,3.6,42.7,131.78,496.5,674.58,673.77,150,4.4918,07-05-2009,0
0,41.53,26.14,33.84,401.99,362.87,0.33,0.81,1.01,27.88,5.9,3.94,0.58,0.04,0.54,3.27,42.67,131.65,496.21,673.8,673.22,150,4.488133333,08-05-2009,0
0,42.35,26.27,34.31,384.82,346.61,1.7,1.66,2.39,25.77,6.43,3.76,0.52,0.04,0.61,3.09,42.65,131.52,495.92,673.18,672.66,150,4.4844,09-05-2009,0
0,42.19,26.95,34.57,411.19,374.45,1.43,1.65,2.19,31.05,6.63,4.01,0.5,0.02,0.65,3.19,42.63,131.37,495.6,672.79,672.29,150,4.481933333,10-05-2009,0
0,42.85,27,34.92,388.07,391.83,2.87,-0.77,3,13.37,7.04,3.89,0.53,0,0.51,3.14,42.61,131.24,495.35,672.34,671.81,150,4.478733333,11-05-2009,0
0,42.16,27.2,34.68,414.63,339.76,2.67,0.53,2.74,22.67,7.71,4.1,0.46,0,0.48,2.85,42.59,131.12,495.09,671.65,671.19,150,4.4746,12-05-2009,0
0,41.56,27.98,34.77,407.76,381.99,1.71,1.12,2.06,34.73,6.28,3.88,1.54,0.05,0.58,2.77,42.57,131,494.8,671.14,669.6,150,4.464,13-05-2009,0
0.52,41.57,27.72,34.64,405.08,350,1.23,1.07,1.66,39.57,6.34,4.04,0.98,0.16,0.76,3.55,42.54,130.85,494.45,671.39,670.93,150,4.472866667,14-05-2009,0
0,41.17,25.83,33.5,416.55,381.98,0.91,0.52,1.12,35.99,5.97,3.78,0.65,0.45,0.79,4.15,42.51,130.68,494.12,671.46,670.81,150,4.472066667,15-05-2009,0
2.11,40.48,26.84,33.66,422.03,379.46,1.05,1.51,1.87,36.91,6.45,4.15,1.74,0.18,0.83,4.19,42.49,130.53,493.78,670.99,671.36,150,4.475733333,16-05-2009,0
0.43,41.13,27.53,34.33,416.69,365.15,0.3,1.89,1.93,41.78,6.26,3.86,3.09,0.22,0.84,4.37,42.46,130.38,493.4,670.61,667.95,150,4.453,17-05-2009,0
9.68,38.34,26.04,32.19,421.73,366.94,1.43,2.44,2.85,51.19,5.89,4.21,2.88,0.2,0.94,4.79,42.44,130.19,492.99,670.41,677.21,150,4.514733333,18-05-2009,0
0,40.56,27.49,34.02,429.5,349.82,1.53,1.71,2.3,49.18,5.43,3.98,2.99,0.35,0.95,5.71,42.41,130.01,492.6,670.73,667.74,150,4.4516,19-05-2009,0
1.07,38.81,27.35,33.08,422.75,370.67,0.49,2.13,2.19,53.94,5.53,4.1,3.15,0.71,0.96,6.63,42.38,129.83,492.21,671.05,668.97,150,4.4598,20-05-2009,0
0.83,39.92,26.59,33.26,423.19,334.24,0.52,1.78,1.87,63.25,4.89,3.64,2.35,0.29,1.13,8.05,42.35,129.66,491.77,671.83,670.31,150,4.468733333,21-05-2009,0
1.96,39.78,26.41,33.1,422.53,311.79,0.1,0.11,0.26,65.18,4.76,3.85,2.06,0.19,1.64,10.44,42.31,129.44,491.34,673.53,673.43,150,4.489533333,22-05-2009,0
0,40.19,27.71,33.95,419.81,352.86,0.29,-2.55,2.59,60,5.42,3.92,2.15,0.59,1.8,11.51,42.28,129.24,490.88,673.91,671.76,150,4.4784,23-05-2009,0
0,40.33,26.8,33.56,418.61,359.42,0.67,-3.5,3.57,46.51,6.02,3.8,1.67,0.05,1.81,10.98,42.25,129.03,490.45,672.71,671.04,150,4.4736,24-05-2009,0
0.21,40.51,27.93,34.22,413.03,318.2,3.37,-2.25,4.12,36.4,6.58,3.87,1.94,0.04,1.72,9.8,42.21,128.83,490.03,670.87,669.14,150,4.460933333,25-05-2009,0
0,41.55,27.16,34.35,409.31,389.54,0.11,-0.88,0.92,31.67,5.79,4.09,1.35,0.02,1.3,8.37,42.19,128.68,489.75,668.99,667.64,150,4.450933333,26-05-2009,0
0,41.85,27.76,34.8,421.24,356.18,0.79,1.54,1.76,32.33,6.33,3.99,1.63,0.09,1.24,7.22,42.17,128.55,489.44,667.38,665.75,150,4.438333333,27-05-2009,0
0.01,41.54,27.47,34.5,419.89,385.3,0.55,2.4,2.48,35.53,6.34,3.83,1.46,0.52,1.07,6.43,42.15,128.41,489.11,666.1,664.65,150,4.431,28-05-2009,0
6.44,40.81,28.38,34.6,430.48,372.05,-0.35,1.74,1.8,44.42,6.14,3.81,3.05,2.53,0.94,6.33,42.13,128.27,488.77,665.5,668.89,150,4.459266667,29-05-2009,0
11.46,37.22,26.09,31.66,420.46,357.45,1.18,2.24,2.54,49.63,5.65,3.95,2.87,1.08,1.17,7.78,42.11,128.14,488.47,666.5,675.09,150,4.5006,30-05-2009,0
0,39.72,26.29,33,417.66,382.07,0.99,1.16,1.55,49.96,5.94,3.92,2.84,1.35,1.14,7.74,42.08,127.99,488.12,665.93,663.09,150,4.4206,31-05-2009,0
0,39.74,26.63,33.18,417.23,350.94,2.79,0.23,2.82,50.6,5.7,3.97,2.66,1.08,1.25,8.11,42.06,127.82,487.72,665.71,663.05,150,4.420333333,01-06-2009,0
0.35,40.47,26.96,33.72,420.19,367.24,2.26,-0.12,2.27,48.87,6.08,4.3,2.07,0.46,1.36,8.03,42.03,127.64,487.32,665.02,663.3,150,4.422,02-06-2009,0
0.27,41.71,26.9,34.3,432.15,351.44,2.09,-0.44,2.14,43.06,6.68,4.15,1.79,0.41,1.45,8.06,42.01,127.47,486.93,664.47,662.95,150,4.419666667,03-06-2009,0
0,41.76,27.98,34.87,439.57,374.3,1.27,-1.13,1.73,52.4,7.1,4.01,3.18,1.71,1.17,8.23,41.98,127.32,486.58,664.11,660.93,150,4.4062,04-06-2009,0
11.37,38.63,25.82,32.22,424.34,374.91,2.31,-1.27,2.64,45.61,6.32,4.04,3.04,0.41,1.69,9.72,41.96,127.16,486.24,665.08,673.41,150,4.4894,05-06-2009,0
5.07,37.25,24.03,30.64,425.43,340.83,2.86,1.24,3.12,51.39,5.81,3.88,2.9,2.39,1.14,9.59,41.93,127,485.84,664.36,666.53,150,4.443533333,06-06-2009,0
8.26,37.15,25.32,31.24,423.62,381.67,2,0.96,2.27,44,5.66,4.27,3.21,0.64,1.45,9.06,41.91,126.84,485.47,663.28,668.33,150,4.455533333,07-06-2009,0
0.25,39.72,26.76,33.24,416.53,385.91,1.96,0.41,2.02,32.53,6.1,4.15,2.6,0.37,1.31,7.9,41.89,126.71,485.14,661.64,659.29,150,4.395266667,08-06-2009,0
0,41.22,27.99,34.6,429.79,374.58,0.07,-0.39,0.96,25.61,6.15,3.9,2.45,0.01,1.08,6.65,41.87,126.59,484.86,659.97,657.52,150,4.383466667,09-06-2009,0
0,40.43,27.74,34.08,423.32,358.6,0.83,1.09,1.42,35.69,6.14,3.87,2.34,1.08,0.83,5.77,41.86,126.49,484.64,658.76,656.42,150,4.376133333,10-06-2009,0
0.09,38.07,26.04,32.06,427.03,380.97,1.57,1.18,1.98,45.85,6.6,4.03,3.08,1.25,0.92,6.04,41.84,126.38,484.35,658.61,655.62,150,4.3708,11-06-2009,0
10.86,36.79,25.41,31.1,425.37,301.56,1.76,0.92,2,48.66,5.46,3.69,2.52,1.11,1.01,6.85,41.82,126.25,484.02,658.94,667.28,150,4.448533333,12-06-2009,0
0.18,39.36,26.27,32.82,424.88,368.06,0.66,0.7,1,55.36,5.27,4.18,2.78,0.43,1.23,7.41,41.8,126.09,483.61,658.91,656.31,150,4.3754,13-06-2009,0
0,40.21,27.48,33.84,420.42,324.31,1.46,0.96,1.76,46.7,5.36,4.04,2.67,0.63,1.14,7.92,41.77,125.91,483.2,658.8,656.13,150,4.3742,14-06-2009,0
0,40.05,25.89,32.97,421.23,385.81,1.04,0.17,1.11,48.24,5.55,4.06,2.39,0.4,1.3,7.72,41.75,125.75,482.84,658.06,655.67,150,4.371133333,15-06-2009,0
1.85,41.2,27.27,34.24,426.09,364.57,1.04,-0.95,1.43,42.64,5.92,4.17,2.46,0.51,1.22,7.49,41.73,125.62,482.52,657.36,656.75,150,4.378333333,16-06-2009,0
1.43,41.39,27.32,34.36,421.5,343.69,1.21,0.48,1.33,39.84,5.49,3.79,2.25,0.44,1.18,7.1,41.71,125.5,482.24,656.55,655.73,150,4.371533333,17-06-2009,0
0,40.41,27.44,33.92,437.98,316.3,0.29,1.21,1.25,35.11,5.3,3.64,1.79,0.52,1.01,6.53,41.7,125.38,481.93,655.54,653.75,150,4.358333333,18-06-2009,0
0,38.6,27.94,33.27,429.33,370.14,0.76,1.73,1.89,38.86,5.66,3.48,2.1,0.37,1.07,6.08,41.68,125.27,481.64,654.67,652.57,150,4.350466667,19-06-2009,0
2.72,38.43,26.81,32.62,439.76,355.8,1.93,2.13,2.89,47.91,5.46,3.34,2.42,0.23,1.06,6.18,41.66,125.13,481.29,654.26,654.56,150,4.363733333,20-06-2009,0
1.1,38.62,26.83,32.72,431.48,318.97,2.92,0.59,2.98,48.34,5.7,3.97,2.41,0.11,1.2,6.68,41.64,124.98,480.9,654.2,652.89,150,4.3526,21-06-2009,0
0,40.59,27.73,34.16,433.97,327.1,2.54,0.6,2.62,45.34,5.65,3.71,2.57,0.11,1.43,7.61,41.62,124.82,480.51,654.56,651.99,150,4.3466,22-06-2009,0
9.48,40.01,26.31,33.16,427.2,365.83,2.69,0.13,2.69,45.97,5.84,4.14,2.63,0.09,1.52,8.3,41.6,124.67,480.14,654.71,661.56,150,4.4104,23-06-2009,0
0,37.81,26.74,32.28,440.97,344.73,2.51,-0.13,2.52,43.92,5.73,3.82,3.15,0.09,1.48,8.42,41.58,124.53,479.8,654.33,651.18,150,4.3412,24-06-2009,0
17.75,33.28,23.4,28.34,443.56,235.69,2.59,1.1,2.83,67.01,4.76,3.22,2.62,2.61,1.38,15.98,41.56,124.41,479.52,661.47,676.6,150,4.510666667,25-06-2009,0
5.04,32.98,23.97,28.48,437.34,227.91,2.31,-0.24,2.38,71.66,3.21,2.69,2.22,2.49,1.54,19.25,41.54,124.25,479.12,664.16,666.98,150,4.446533333,26-06-2009,0
0,34.87,25.62,30.24,428.7,270.11,1.96,1.33,2.37,81.72,2.83,2.48,2.1,1.15,1.89,26.12,41.57,124.11,478.83,670.63,668.53,150,4.456866667,27-06-2009,0
20.76,32.27,23.82,28.04,424.32,288.61,2.84,0.28,2.87,92.21,2.58,2.22,1.85,1.63,0.91,32.36,41.99,124.02,478.63,677,695.91,150,4.6394,28-06-2009,6.85
2.85,33.93,24.4,29.16,415.41,296.52,2.25,1.29,2.62,80.24,3.82,3.21,2.57,0.68,2.01,35.14,43.46,123.93,478.45,680.98,681.26,150,4.541733333,29-06-2009,8.608333333
0,32.99,25.41,29.2,427.05,322.39,1.39,2.21,2.62,75.82,3.96,3.26,2.65,1.49,1.89,32.54,44.63,123.81,478.08,679.06,676.41,150,4.5094,30-06-2009,8.331944444
13.73,31.59,24.03,27.81,430.99,341.14,1.98,1.83,2.71,78.63,3.13,2.56,2.28,0.59,1.46,30.2,44.95,123.67,477.74,676.56,688.01,150,4.586733333,01-07-2009,4.01
15.09,31.11,24.17,27.64,434.74,230.23,1.46,1.65,2.21,82.47,1.85,1.64,1.55,0.53,0.79,29.67,45.1,123.56,477.48,675.81,689.35,150,4.595666667,02-07-2009,3.31
28.85,31.56,23.04,27.3,429.21,249.44,1.52,1.79,2.37,86.92,1.78,1.54,1.29,0.7,1.41,33.57,45.71,123.49,477.33,680.1,707.66,150,4.717733333,03-07-2009,7.059666667
1.83,30.98,23.55,27.26,428.63,225.29,1.72,0.97,1.98,91.58,2.31,1.89,1.59,0.48,0.83,37.34,48.64,123.45,477.26,686.69,686.93,150,4.579533333,04-07-2009,9.164455556
4.62,29.88,23.84,26.86,428.22,223.34,1.39,1.65,2.17,88.19,2.25,1.95,1.64,1.21,0.98,38.82,52.97,123.41,477.11,692.31,695.29,150,4.635266667,05-07-2009,6.65
5.99,29.02,23.9,26.46,422.48,264.03,1.81,2.28,2.93,90.38,2.04,1.59,1.33,0.78,0.79,39.88,58.53,123.38,477.05,698.84,703.5,150,4.69,06-07-2009,5.49
2.05,29.29,23.57,26.43,431.59,202.39,2.24,2.28,3.21,94.48,2.67,2.15,1.78,1.39,0.4,39.4,66.2,123.37,476.95,705.92,706.19,150,4.707933333,07-07-2009,3.69
1.38,28.06,22.83,25.44,425.97,164.77,3.1,2.96,4.29,96.72,2.6,1.9,1.57,2.14,0.31,40.1,77.79,123.5,476.92,718.31,718.12,150,4.787466667,08-07-2009,3.08
2.75,27.44,23.17,25.3,418.33,230.52,2.95,3.4,4.51,90.64,1.55,1.3,1.14,1.38,1.64,38.83,90.4,124.75,476.83,730.81,732.42,150,4.8828,09-07-2009,3.054
11.65,29.39,23.24,26.32,419.19,289.04,2.74,2.37,3.63,83.61,1.15,0.88,0.81,0.21,2.54,37.23,93.4,126.21,476.63,733.47,744.31,150,4.962066667,10-07-2009,5.330866667
4.37,30.54,23.85,27.2,415.52,319.26,3.64,1.36,3.9,76.61,2.82,2.32,1.92,0.18,3.2,34.4,92.33,127.38,476.34,730.45,732.9,150,4.886,11-07-2009,5.389548889
15.44,30.47,24.18,27.32,426.35,280.66,3.6,0.06,3.61,76.72,2.2,1.89,1.6,0.29,2.92,32.23,90.49,128.25,476.03,727,740.84,150,4.938933333,12-07-2009,2.6
7.06,27.53,23.51,25.52,427.81,116.62,4.01,0.94,4.12,91.39,0.41,0.45,0.45,1.65,1.09,35.56,90.31,128.98,475.88,730.73,737.34,150,4.9156,13-07-2009,4.076666667
45.76,27.77,22.63,25.2,431.37,21.56,4.52,-0.02,4.53,96.55,0.44,0.66,0.66,1.47,0.11,38.88,99.24,136.95,475.86,750.93,796.03,150,5.306866667,14-07-2009,8.048555556
54.36,27.4,22.46,24.93,428.89,70.17,3.85,2.43,4.56,94.84,0.75,0.71,0.7,1.3,0.54,37.89,102.83,153.37,475.85,769.94,823.6,150,5.490666667,15-07-2009,57.09408519
19.78,28.53,22.17,25.35,418.72,281.73,3.77,2.55,4.55,86.58,2.29,1.88,1.59,0.66,2.69,36.8,102.02,158.13,475.67,772.62,790.81,150,5.272066667,16-07-2009,94.11292062
0.34,31.26,22.92,27.09,419.88,344.91,2.9,1.37,3.21,73.96,2.91,2.41,1.97,0.3,3.3,34.73,98.89,160.75,475.38,769.75,768.12,150,5.1208,17-07-2009,82.16
10.83,30.81,23.47,27.14,429.42,242.42,3.51,0.14,3.52,78.56,2.28,1.5,1.28,0.62,1.6,32.94,95.73,162.35,475.07,766.09,775.64,150,5.170933333,18-07-2009,41.88
6.65,27.66,23.27,25.46,425.76,52.6,3.93,0.31,3.94,94.57,0.77,0.66,0.66,0.69,0.86,37.11,96.97,164.2,475,773.28,779.27,150,5.195133333,19-07-2009,24.32
47.53,27.74,22.3,25.02,430.09,66.89,4.6,0.14,4.61,94.9,0.59,0.64,0.64,1.22,0.57,38.26,99.81,166.95,474.95,779.97,826.86,150,5.5124,20-07-2009,29.01266667
34.97,28.15,22.67,25.41,428.1,41.4,4.94,1.13,5.07,96.01,0.42,0.43,0.43,1.58,0.18,38.48,103.27,181.84,474.92,798.51,833.05,150,5.553666667,21-07-2009,133.7113556
4.11,28.59,22.05,25.32,401.67,172.96,4.3,2.89,5.18,89.52,2.56,2.25,1.9,1.33,1.46,36.98,101.29,192.2,474.87,805.34,807.55,150,5.383666667,22-07-2009,150.5138585
0.54,31.67,22.78,27.22,410.64,347.68,2.65,2.57,3.69,77.33,4.39,3.45,2.81,0.2,3.11,35.07,97.63,195.45,474.66,802.81,800.54,150,5.336933333,23-07-2009,87.06
