prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(kg/m2/s),evap_surface(kg/m2/s),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2),Soil_Moisture_Sum,Soil_Saturation,soil_awsc_max,Actual_Soil_Saturation,date,AWC,Actual_Soil_Saturation_New,station_id,soil_awc_avg
1.08,29.13,15.17,22.15,361.84,250.32,-0.3,-1.0,1.18,53.31,3.18,2.23,1.83,0.0,0.1,7.35,74.71,187.2,540.01,809.27,808.52,150,5.390133333,11-12-2009,0.196154148,4121.860334357702,3005,0.1961541475
0.08,29.03,14.69,21.86,354.37,251.63,-1.06,-0.56,1.33,56.02,3.15,2.28,1.87,0.0,0.08,7.09,74.53,186.96,539.95,808.53,806.74,150,5.378266667,12-12-2009,0.196154148,4112.785838494698,3005,0.1961541475
0.0,29.16,14.23,21.7,354.03,250.22,-0.54,-0.07,0.9,54.78,3.06,2.25,1.81,0.0,0.08,6.85,74.36,186.73,539.89,807.83,806.02,150,5.373466667,13-12-2009,0.196154148,4109.115255898426,3005,0.1961541475
0.0,29.55,14.39,21.97,354.09,250.48,-0.52,0.28,0.93,54.18,3.08,2.26,1.79,0.0,0.07,6.62,74.18,186.49,539.85,807.14,805.35,150,5.369,14-12-2009,0.196154148,4105.69957487134,3005,0.1961541475
0.0,29.72,14.42,22.07,354.81,247.98,-0.39,-0.37,0.89,54.01,3.1,2.26,1.79,0.0,0.08,6.41,74.01,186.25,539.78,806.45,804.66,150,5.3644,15-12-2009,0.196154148,4102.18193321658,3005,0.1961541475
0.97,29.43,14.53,21.98,373.82,248.1,-0.06,0.1,0.69,53.74,3.05,2.29,1.8,0.03,0.08,6.21,73.84,186.03,539.73,805.81,804.98,150,5.366533333,16-12-2009,0.196154148,4103.813303259367,3005,0.1961541475
1.84,26.7,15.45,21.08,375.25,228.09,-0.69,0.11,0.82,59.77,2.76,2.15,1.88,0.07,0.05,6.11,73.68,185.8,539.67,805.26,805.22,150,5.368133333,17-12-2009,0.196154148,4105.036830791458,3005,0.1961541475
6.31,27.01,15.42,21.22,369.92,198.61,0.06,-0.73,0.94,73.61,2.08,1.73,1.54,0.08,0.02,6.68,73.55,185.6,539.62,805.45,810.22,150,5.401466667,18-12-2009,0.196154148,4130.526987710011,3005,0.1961541475
0.11,27.92,14.92,21.42,358.08,220.77,-0.63,-0.88,1.2,63.68,2.56,1.98,1.67,0.0,0.06,6.74,73.4,185.4,539.56,805.1,803.54,150,5.356933333,19-12-2009,0.196154148,4096.472138066823,3005,0.1961541475
0.0,28.08,14.44,21.26,367.3,235.67,-0.88,-1.16,1.6,59.23,2.81,2.09,1.67,0.04,0.08,6.59,73.24,185.18,539.51,804.52,802.85,150,5.352333333,20-12-2009,0.196154148,4092.9544964120632,3005,0.1961541475
0.0,26.75,13.64,20.2,350.78,233.19,-0.75,-1.91,2.12,52.09,3.17,2.14,1.68,0.01,0.1,6.43,73.08,184.96,539.45,803.92,802.24,150,5.348266667,21-12-2009,0.196154148,4089.844697268,3005,0.1961541475
0.0,25.49,11.4,18.44,313.93,252.29,-0.21,-2.52,2.58,43.59,3.38,2.05,1.6,0.0,0.11,6.24,72.91,184.73,539.39,803.27,801.67,150,5.344466667,22-12-2009,0.196154148,4086.9388193792843,3005,0.1961541475
0.0,25.81,9.58,17.7,315.55,254.27,-0.27,-2.12,2.18,44.11,3.05,2.05,1.55,0.0,0.09,6.05,72.75,184.5,539.33,802.63,801.08,150,5.340533333,23-12-2009,0.196154148,4083.9309808628955,3005,0.1961541475
0.0,26.97,10.12,18.54,315.28,256.48,-0.08,-1.03,1.45,43.29,3.1,2.09,1.58,0.0,0.08,5.87,72.58,184.27,539.27,801.99,800.41,150,5.336066667,24-12-2009,0.196154148,4080.515299835809,3005,0.1961541475
0.0,26.66,10.31,18.48,319.22,252.51,0.05,0.21,0.75,47.77,2.86,2.1,1.55,0.0,0.06,5.7,72.43,184.05,539.23,801.41,799.86,150,5.3324,25-12-2009,0.196154148,4077.7113825747683,3005,0.1961541475
0.0,26.6,10.36,18.48,322.11,250.81,0.57,-0.03,1.1,48.14,2.81,2.07,1.5,0.0,0.06,5.54,72.27,183.83,539.16,800.8,799.3,150,5.328666667,26-12-2009,0.196154148,4074.85648499989,3005,0.1961541475
0.0,26.97,11.24,19.1,346.93,252.76,-0.68,0.62,1.3,47.14,2.99,2.18,1.56,0.0,0.07,5.39,72.13,183.61,539.11,800.24,798.68,150,5.324533333,27-12-2009,0.196154148,4071.69570554199,3005,0.1961541475
0.0,27.07,12.36,19.72,350.45,225.83,-0.49,0.22,0.99,51.32,2.88,2.03,1.44,0.0,0.07,5.25,71.98,183.4,539.05,799.68,798.24,150,5.3216,28-12-2009,0.196154148,4069.452571733157,3005,0.1961541475
0.09,26.42,13.33,19.88,363.72,208.33,-0.75,1.2,1.67,51.99,2.88,1.98,1.47,0.01,0.07,5.12,71.84,183.19,538.99,799.14,797.76,150,5.3184,29-12-2009,0.196154148,4067.0055166689763,3005,0.1961541475
0.54,23.72,15.58,19.65,376.53,123.4,0.43,0.38,1.06,83.54,1.38,1.01,0.92,0.1,0.03,5.74,71.73,183.04,538.96,799.47,799.09,150,5.327266667,30-12-2009,0.196154148,4073.7858984093114,3005,0.1961541475
0.32,25.24,13.21,19.23,308.38,214.56,-0.63,-2.26,2.4,62.69,2.64,1.99,1.66,0.0,0.08,6.39,71.64,182.9,538.92,799.85,798.51,150,5.3234,31-12-2009,0.196154148,4070.829040206759,3005,0.1961541475
0.0,25.31,9.63,17.47,294.55,261.6,-0.96,-1.54,1.93,43.9,3.15,2.06,1.58,0.0,0.25,9.92,70.33,164.75,613.98,858.98,857.4,150,5.716,01-01-2010,0.196154148,4371.052108393476,3005,0.1961541475
0.0,26.37,8.49,17.43,311.12,261.82,-1.24,-0.39,1.49,44.96,3.14,2.08,1.51,0.0,0.2,10.75,69.82,158.68,613.72,852.97,851.46,150,5.6764,02-01-2010,0.196154148,4340.769801974236,3005,0.1961541475
0.0,28.02,9.31,18.66,334.44,253.77,-0.38,-1.53,1.67,44.18,3.15,2.17,1.51,0.0,0.23,10.32,69.72,158.64,613.46,852.14,850.63,150,5.670866667,03-01-2010,0.196154148,4336.538435925756,3005,0.1961541475
0.0,26.6,11.9,19.25,331.0,241.29,-0.29,-2.7,2.81,52.09,3.59,2.25,1.54,0.0,0.23,9.9,69.61,158.6,613.18,851.29,849.75,150,5.665,04-01-2010,0.196154148,4332.052168308091,3005,0.1961541475
0.0,24.88,10.85,17.86,293.17,261.93,-0.05,-2.44,2.55,48.08,3.27,2.11,1.41,0.0,0.21,9.56,69.51,158.55,612.94,850.56,849.15,150,5.661,05-01-2010,0.196154148,4328.993349477864,3005,0.1961541475
0.0,24.68,8.03,16.36,289.67,268.2,-0.91,-1.44,1.8,44.3,3.19,2.07,1.37,0.0,0.16,9.23,69.42,158.51,612.69,849.85,848.48,150,5.656533333,06-01-2010,0.196154148,4325.577668450778,3005,0.1961541475
0.0,25.42,7.27,16.34,298.46,268.2,-0.99,-0.15,1.15,47.02,3.07,2.11,1.38,0.0,0.12,8.92,69.32,158.47,612.43,849.14,847.76,150,5.651733333,07-01-2010,0.196154148,4321.9070858545065,3005,0.1961541475
0.0,26.39,7.8,17.1,307.17,263.19,-0.23,-0.76,1.03,43.7,3.09,2.16,1.38,0.0,0.15,8.62,69.22,158.42,612.15,848.41,847.03,150,5.646866667,08-01-2010,0.196154148,4318.185522944398,3005,0.1961541475
0.0,26.79,9.8,18.3,340.88,258.8,-0.34,-2.01,2.1,34.75,3.26,2.18,1.39,0.02,0.23,8.3,69.13,158.38,611.88,847.69,846.3,150,5.642,09-01-2010,0.196154148,4314.463960034289,3005,0.1961541475
0.0,27.25,11.66,19.45,332.28,249.19,-0.77,-1.05,1.56,48.73,3.52,2.18,1.34,0.0,0.19,7.97,69.03,158.33,611.59,846.92,845.58,150,5.6372,10-01-2010,0.196154148,4310.793377438018,3005,0.1961541475
0.0,28.53,12.16,20.34,351.77,241.35,-1.51,-0.15,1.72,51.2,3.39,2.37,1.45,0.0,0.17,7.68,68.94,158.29,611.31,846.22,844.77,150,5.6318,11-01-2010,0.196154148,4306.663972017212,3005,0.1961541475
0.25,26.23,14.19,20.21,399.61,213.46,-1.06,2.25,2.57,60.97,2.66,1.88,1.66,0.19,0.16,7.5,68.85,158.25,611.04,845.64,844.23,150,5.6282,12-01-2010,0.196154148,4303.911035070008,3005,0.1961541475
9.25,25.61,16.53,21.07,376.58,95.56,0.0,-0.53,1.03,89.15,1.51,1.32,1.17,0.18,0.1,11.01,68.81,158.23,610.95,849.0,857.08,150,5.713866667,13-01-2010,0.196154148,4369.42073835069,3005,0.1961541475
0.18,23.36,13.68,18.52,310.52,248.82,-0.71,-2.88,3.05,53.4,2.88,2.15,1.72,0.0,0.37,11.76,68.75,158.2,610.75,849.46,847.92,150,5.6528,14-01-2010,0.196154148,4322.7227708759,3005,0.1961541475
0.0,23.85,10.54,17.2,308.21,268.62,-0.18,-1.87,2.02,50.89,3.25,2.24,1.68,0.0,0.29,11.29,68.67,158.16,610.5,848.62,846.94,150,5.646266667,15-01-2010,0.196154148,4317.726700119864,3005,0.1961541475
0.0,25.21,8.96,17.08,305.3,269.54,0.11,-1.85,1.96,48.02,3.14,2.25,1.58,0.0,0.28,10.83,68.59,158.12,610.24,847.78,846.2,150,5.641333333,16-01-2010,0.196154148,4313.9541568959185,3005,0.1961541475
0.0,25.96,8.85,17.4,308.19,266.26,-0.3,-1.03,1.29,45.91,3.08,2.18,1.38,0.0,0.26,10.4,68.51,158.08,609.99,846.98,845.6,150,5.637333333,17-01-2010,0.196154148,4310.895338065692,3005,0.1961541475
0.0,26.62,8.77,17.7,306.69,272.25,-0.37,-0.88,1.25,44.51,3.31,2.27,1.46,0.0,0.24,9.98,68.43,158.04,609.73,846.18,844.72,150,5.631466667,18-01-2010,0.196154148,4306.409070448027,3005,0.1961541475
0.0,26.82,8.39,17.6,300.67,274.86,-0.47,-1.6,1.83,42.96,3.57,2.26,1.38,0.0,0.26,9.58,68.34,158.0,609.46,845.38,844.0,150,5.626666667,19-01-2010,0.196154148,4302.738487851755,3005,0.1961541475
0.0,27.4,8.13,17.76,296.72,277.79,-1.09,-1.44,1.96,37.19,3.52,2.27,1.36,0.0,0.26,9.19,68.27,157.96,609.18,844.6,843.24,150,5.6216,20-01-2010,0.196154148,4298.863984000135,3005,0.1961541475
0.0,27.61,8.14,17.88,302.33,277.43,-0.86,-1.48,1.89,36.69,3.55,2.28,1.33,0.0,0.24,8.81,68.19,157.92,608.92,843.84,842.51,150,5.616733333,21-01-2010,0.196154148,4295.142421090026,3005,0.1961541475
0.0,27.69,8.28,17.98,300.17,278.47,-0.96,-0.58,1.38,38.25,3.46,2.31,1.33,0.0,0.21,8.46,68.11,157.88,608.63,843.08,841.75,150,5.611666667,22-01-2010,0.196154148,4291.267917238406,3005,0.1961541475
0.0,28.19,9.02,18.6,301.71,281.37,-0.66,-0.17,1.09,39.43,3.5,2.35,1.33,0.0,0.22,8.12,68.04,157.84,608.37,842.37,841.04,150,5.606933333,23-01-2010,0.196154148,4287.648314955971,3005,0.1961541475
0.0,28.78,9.61,19.2,306.38,281.91,-0.76,0.36,1.2,38.7,3.57,2.4,1.32,0.0,0.24,7.8,67.96,157.8,608.09,841.65,840.33,150,5.6022,24-01-2010,0.196154148,4284.028712673537,3005,0.1961541475
0.0,28.47,10.44,19.45,310.57,279.66,-0.26,0.46,0.99,39.4,3.58,2.42,1.3,0.0,0.22,7.48,67.89,157.76,607.83,840.96,839.66,150,5.597733333,25-01-2010,0.196154148,4280.6130316464505,3005,0.1961541475
0.0,28.11,10.86,19.48,306.39,282.82,-0.93,-0.22,1.31,36.1,3.88,2.45,1.28,0.0,0.22,7.19,67.82,157.72,607.55,840.28,839.0,150,5.593333333,26-01-2010,0.196154148,4277.248330933202,3005,0.1961541475
0.0,27.91,10.56,19.24,307.67,285.06,-0.96,-0.31,1.28,37.07,3.93,2.45,1.28,0.0,0.22,6.91,67.75,157.69,607.27,839.62,838.34,150,5.588933333,27-01-2010,0.196154148,4273.8836302199525,3005,0.1961541475
0.0,28.13,11.18,19.66,311.39,283.82,-0.45,0.24,0.98,39.23,3.77,2.35,1.19,0.0,0.21,6.65,67.69,157.65,606.99,838.98,837.79,150,5.585266667,28-01-2010,0.196154148,4271.079712958912,3005,0.1961541475
0.0,28.16,11.44,19.8,317.01,282.43,-0.3,-0.11,1.02,38.67,4.06,2.47,1.23,0.0,0.21,6.4,67.62,157.61,606.72,838.35,837.12,150,5.5808,29-01-2010,0.196154148,4267.664031931826,3005,0.1961541475
0.0,28.42,11.11,19.76,319.56,285.7,-0.15,-0.57,1.13,37.57,4.07,2.52,1.22,0.0,0.2,6.16,67.56,157.57,606.46,837.75,836.53,150,5.576866667,30-01-2010,0.196154148,4264.656193415436,3005,0.1961541475
0.0,29.67,11.18,20.42,323.57,285.59,-0.47,0.33,0.89,40.31,3.64,2.53,1.22,0.0,0.2,5.93,67.5,157.53,606.18,837.14,835.92,150,5.5728,31-01-2010,0.196154148,4261.546394271373,3005,0.1961541475
0.0,28.97,12.45,20.71,355.2,284.15,-0.27,1.44,1.83,38.92,3.78,2.5,1.19,0.0,0.23,5.72,67.44,157.5,605.93,836.59,835.4,150,5.569333333,01-02-2010,0.196154148,4258.895417951843,3005,0.1961541475
0.0,28.76,13.86,21.31,364.38,267.81,-0.36,1.24,1.5,49.87,3.62,2.37,1.1,0.07,0.21,5.55,67.38,157.46,605.65,836.04,834.94,150,5.566266667,02-02-2010,0.196154148,4256.5503235153365,3005,0.1961541475
0.0,27.87,15.14,21.51,357.11,253.18,-0.75,0.95,1.41,46.83,3.16,2.12,1.18,0.01,0.22,5.46,67.32,157.42,605.39,835.59,834.41,150,5.562733333,03-02-2010,0.196154148,4253.84836688197,3005,0.1961541475
4.1,25.63,14.85,20.24,353.67,231.4,-0.82,0.21,1.1,59.66,2.7,1.99,1.33,0.04,0.17,5.47,67.27,157.39,605.12,835.25,838.02,150,5.5868,04-02-2010,0.196154148,4272.252260177165,3005,0.1961541475
6.14,27.93,13.07,20.5,345.9,272.74,0.0,-0.44,1.03,57.31,3.21,2.35,1.36,0.01,0.21,5.44,67.21,157.36,604.87,834.88,839.66,150,5.597733333,05-02-2010,0.196154148,4280.6130316464505,3005,0.1961541475
0.0,29.65,12.76,21.2,327.66,290.12,-1.05,-0.99,1.59,37.82,3.95,2.66,1.58,0.0,0.25,5.28,67.16,157.32,604.6,834.36,832.78,150,5.551866667,06-02-2010,0.196154148,4245.538575726521,3005,0.1961541475
0.0,30.75,12.76,21.76,322.72,297.0,-0.26,-0.37,0.86,34.23,3.91,2.7,1.45,0.0,0.23,5.08,67.11,157.29,604.32,833.8,832.35,150,5.549,07-02-2010,0.196154148,4243.346422231526,3005,0.1961541475
0.0,31.68,13.52,22.6,341.58,242.63,-0.72,1.44,1.88,36.05,4.07,2.78,1.4,0.0,0.22,4.9,67.06,157.25,604.07,833.28,831.88,150,5.545866667,08-02-2010,0.196154148,4240.950347481182,3005,0.1961541475
0.0,30.43,17.04,23.74,365.17,196.0,0.52,0.97,1.25,46.18,4.34,2.66,1.39,0.0,0.17,4.77,67.01,157.22,603.82,832.82,831.43,150,5.542866667,09-02-2010,0.196154148,4238.6562333585125,3005,0.1961541475
0.0,28.85,16.18,22.52,363.66,172.82,-1.14,-0.04,1.29,53.38,3.38,2.27,1.25,0.0,0.16,4.67,66.96,157.19,603.58,832.4,831.15,150,5.541,10-02-2010,0.196154148,4237.228784571073,3005,0.1961541475
0.0,29.98,16.04,23.01,357.26,284.24,-1.14,0.8,1.5,45.83,3.88,2.67,1.24,0.0,0.24,4.55,66.91,157.16,603.32,831.94,830.7,150,5.538,11-02-2010,0.196154148,4234.934670448404,3005,0.1961541475
0.01,30.13,17.54,23.84,371.88,290.75,0.05,2.29,2.34,40.18,4.36,2.8,1.27,0.0,0.26,4.4,66.86,157.12,603.06,831.44,830.18,150,5.534533333,12-02-2010,0.196154148,4232.283694128874,3005,0.1961541475
0.0,31.8,16.03,23.92,381.2,297.24,0.05,1.11,1.55,42.12,4.31,2.93,1.27,0.02,0.24,4.25,66.82,157.09,602.79,830.95,829.68,150,5.5312,13-02-2010,0.196154148,4229.734678437018,3005,0.1961541475
0.0,31.39,16.94,24.16,381.26,280.13,0.5,1.54,1.91,47.87,3.8,2.72,1.24,0.18,0.25,4.18,66.77,157.06,602.53,830.54,829.3,150,5.528666667,14-02-2010,0.196154148,4227.797426511209,3005,0.1961541475
0.33,31.46,16.92,24.19,398.56,265.4,0.75,1.89,2.21,55.08,4.19,2.93,2.18,0.71,0.23,4.52,66.73,157.03,602.28,830.56,828.71,150,5.524733333,15-02-2010,0.196154148,4224.78958799482,3005,0.1961541475
1.4,31.24,18.53,24.88,385.89,249.1,0.66,1.97,2.31,58.03,3.96,2.9,2.29,0.4,0.3,6.3,66.69,157.01,602.05,832.05,831.16,150,5.541066667,16-02-2010,0.196154148,4237.27976488491,3005,0.1961541475
1.37,29.65,17.12,23.38,351.5,279.58,0.24,-1.89,2.01,36.41,3.77,2.68,1.76,0.02,0.39,6.58,66.65,156.98,601.8,832.01,831.62,150,5.544133333,17-02-2010,0.196154148,4239.624859321418,3005,0.1961541475
0.0,30.18,13.41,21.8,347.19,297.51,-0.52,-1.48,1.8,30.3,4.52,2.97,1.56,0.0,0.35,6.27,66.61,156.95,601.54,831.37,829.81,150,5.532066667,18-02-2010,0.196154148,4230.397422516901,3005,0.1961541475
0.0,30.58,13.77,22.17,345.41,302.5,-0.98,-1.19,1.72,25.52,4.57,2.92,1.39,0.01,0.35,5.96,66.57,156.92,601.27,830.72,829.33,150,5.528866667,19-02-2010,0.196154148,4227.9503674527205,3005,0.1961541475
0.0,31.92,13.93,22.92,351.08,305.08,-0.73,-0.73,1.33,27.05,4.62,3.05,1.33,0.0,0.36,5.65,66.53,156.89,600.99,830.06,828.73,150,5.524866667,20-02-2010,0.196154148,4224.891548622494,3005,0.1961541475
0.0,32.32,14.13,23.22,361.79,310.87,-0.53,0.43,1.08,33.25,4.65,3.06,1.29,0.0,0.34,5.36,66.49,156.86,600.73,829.44,828.15,150,5.521,21-02-2010,0.196154148,4221.934690419941,3005,0.1961541475
0.0,31.01,16.0,23.51,387.03,286.6,-0.35,0.49,0.93,47.77,4.53,2.72,1.32,0.18,0.25,5.18,66.45,156.83,600.48,828.94,827.62,150,5.517466667,22-02-2010,0.196154148,4219.232733786575,3005,0.1961541475
0.09,33.07,16.63,24.85,374.99,285.82,1.68,0.94,2.09,59.13,4.56,3.0,1.64,0.24,0.32,5.61,66.42,156.8,600.23,829.06,827.51,150,5.516733333,23-02-2010,0.196154148,4218.671950334367,3005,0.1961541475
2.03,31.84,16.33,24.08,327.16,322.38,2.58,-0.67,2.78,26.97,4.76,3.15,1.41,0.0,0.41,5.91,66.38,156.78,599.98,829.05,829.67,150,5.531133333,24-02-2010,0.196154148,4229.683698123182,3005,0.1961541475
0.0,32.75,14.97,23.86,338.95,323.22,0.12,-0.54,0.93,28.42,4.7,3.17,1.44,0.0,0.34,5.6,66.35,156.75,599.73,828.43,826.99,150,5.513266667,25-02-2010,0.196154148,4216.0209740148375,3005,0.1961541475
0.0,33.26,15.56,24.41,331.96,323.96,0.43,-0.55,1.0,28.55,4.98,3.17,1.27,0.0,0.36,5.3,66.31,156.73,599.5,827.84,826.57,150,5.510466667,26-02-2010,0.196154148,4213.879800833679,3005,0.1961541475
0.0,33.98,15.78,24.88,326.36,331.22,0.3,-1.01,1.26,26.13,5.08,3.19,1.16,0.0,0.31,5.02,66.28,156.7,599.26,827.26,826.1,150,5.507333333,27-02-2010,0.196154148,4211.483726083335,3005,0.1961541475
0.0,35.09,15.68,25.38,320.83,335.02,0.61,-0.36,1.11,25.41,4.9,3.25,1.15,0.0,0.28,4.76,66.26,156.68,599.05,826.75,825.6,150,5.504,28-02-2010,0.196154148,4208.93471039148,3005,0.1961541475
0.0,36.19,16.52,26.35,335.68,336.67,0.69,0.54,1.48,22.41,5.05,3.26,1.11,0.0,0.27,4.51,66.23,156.66,598.85,826.25,825.14,150,5.500933333,01-03-2010,0.196154148,4206.589615954973,3005,0.1961541475
0.0,36.52,17.44,26.98,360.2,327.83,1.16,1.11,1.95,25.41,5.31,3.26,1.1,0.0,0.29,4.29,66.2,156.64,598.66,825.79,824.69,150,5.497933333,02-03-2010,0.196154148,4204.295501832303,3005,0.1961541475
0.0,36.09,18.47,27.28,378.94,315.98,1.67,1.19,2.43,28.93,5.51,3.23,1.03,0.0,0.29,4.08,66.18,156.62,598.45,825.33,824.3,150,5.495333333,03-03-2010,0.196154148,4202.307269592656,3005,0.1961541475
0.0,35.95,18.77,27.36,378.1,324.83,1.33,1.21,2.14,28.83,5.66,3.37,1.06,0.0,0.29,3.9,66.15,156.59,598.23,824.87,823.81,150,5.492066667,04-03-2010,0.196154148,4199.809234214637,3005,0.1961541475
0.0,35.26,19.79,27.52,376.68,324.07,1.13,-0.65,1.98,29.01,5.64,3.39,1.04,0.0,0.28,3.72,66.13,156.57,598.03,824.45,823.41,150,5.4894,05-03-2010,0.196154148,4197.770021661153,3005,0.1961541475
0.0,35.82,18.75,27.28,381.92,326.06,1.07,0.28,1.41,30.29,5.56,3.4,1.0,0.0,0.26,3.56,66.1,156.55,597.83,824.04,823.04,150,5.486933333,06-03-2010,0.196154148,4195.88375004918,3005,0.1961541475
0.0,34.89,19.47,27.18,360.62,329.63,2.36,-0.97,2.65,24.94,5.77,3.42,1.03,0.0,0.27,3.42,66.08,156.53,597.64,823.67,822.64,150,5.484266667,07-03-2010,0.196154148,4193.844537495696,3005,0.1961541475
0.0,34.26,17.44,25.85,357.36,334.78,0.39,-1.96,2.06,24.47,5.61,3.4,0.93,0.0,0.27,3.29,66.06,156.51,597.42,823.28,822.35,150,5.482333333,08-03-2010,0.196154148,4192.36610839442,3005,0.1961541475
0.0,34.95,17.74,26.34,362.75,335.16,-1.16,-0.49,1.56,24.87,5.66,3.46,0.98,0.0,0.27,3.18,66.03,156.49,597.2,822.9,821.92,150,5.479466667,09-03-2010,0.196154148,4190.173954899425,3005,0.1961541475
0.0,35.6,19.07,27.34,391.81,331.18,-0.86,0.56,1.23,30.85,5.65,3.47,1.18,0.17,0.24,3.1,66.01,156.47,597.0,822.58,821.4,150,5.476,10-03-2010,0.196154148,4187.522978579895,3005,0.1961541475
3.28,34.76,20.2,27.48,410.93,298.64,-0.35,0.61,1.13,41.92,4.92,3.13,1.49,0.25,0.23,3.2,65.98,156.45,596.79,822.42,824.21,150,5.494733333,11-03-2010,0.196154148,4201.848446768122,3005,0.1961541475
6.08,32.89,19.26,26.08,399.26,286.16,0.35,0.91,1.27,54.35,5.0,3.35,2.15,0.19,0.29,4.14,65.96,156.43,596.57,823.1,827.03,150,5.513533333,12-03-2010,0.196154148,4216.224895270186,3005,0.1961541475
3.56,35.98,19.48,27.73,370.36,332.38,1.88,0.35,2.35,35.35,5.61,3.46,1.72,0.04,0.34,4.57,65.93,156.41,596.35,823.26,825.1,150,5.500666667,13-03-2010,0.196154148,4206.385694699625,3005,0.1961541475
0.0,37.19,18.43,27.81,347.7,345.55,2.14,-0.42,2.29,21.01,5.7,3.53,1.45,0.0,0.31,4.4,65.91,156.39,596.18,822.88,821.43,150,5.4762,14-03-2010,0.196154148,4187.675919521406,3005,0.1961541475
0.0,37.47,18.37,27.92,341.53,351.62,1.51,-0.06,1.79,20.29,5.77,3.52,1.15,0.0,0.29,4.14,65.9,156.38,596.01,822.43,821.28,150,5.4752,15-03-2010,0.196154148,4186.911214813849,3005,0.1961541475
0.0,38.0,18.62,28.31,359.76,348.16,0.42,1.06,1.36,27.46,5.6,3.5,1.02,0.0,0.26,3.92,65.88,156.37,595.85,822.02,821.0,150,5.473333333,16-03-2010,0.196154148,4185.483766026411,3005,0.1961541475
0.0,37.84,19.35,28.6,377.13,344.73,0.04,0.94,1.47,24.3,5.66,3.37,0.9,0.03,0.26,3.71,65.86,156.35,595.68,821.6,820.7,150,5.471333333,17-03-2010,0.196154148,4183.954356611298,3005,0.1961541475
0.0,37.93,20.43,29.18,374.74,343.64,0.28,0.31,1.12,25.79,5.55,3.39,0.94,0.01,0.25,3.53,65.84,156.33,595.5,821.2,820.26,150,5.4684,18-03-2010,0.196154148,4181.711222802464,3005,0.1961541475
0.0,37.89,20.61,29.25,361.61,348.98,0.57,-0.08,0.93,27.95,5.56,3.51,0.91,0.0,0.24,3.36,65.82,156.32,595.33,820.83,819.92,150,5.466133333,19-03-2010,0.196154148,4179.977892132003,3005,0.1961541475
0.0,38.48,20.34,29.41,358.25,355.25,0.25,-0.18,0.98,24.44,6.06,3.66,0.91,0.0,0.22,3.21,65.81,156.3,595.18,820.5,819.59,150,5.463933333,20-03-2010,0.196154148,4178.295541775379,3005,0.1961541475
0.0,39.82,20.03,29.92,363.03,358.02,0.78,-0.3,1.21,21.94,6.28,3.67,0.93,0.0,0.19,3.07,65.8,156.29,595.06,820.22,819.29,150,5.461933333,21-03-2010,0.196154148,4176.766132360265,3005,0.1961541475
0.0,40.32,20.33,30.32,367.69,357.69,0.59,0.47,1.29,20.54,6.41,3.72,0.84,0.0,0.19,2.96,65.78,156.28,594.95,819.97,819.13,150,5.460866667,22-03-2010,0.196154148,4175.9504473388715,3005,0.1961541475
0.0,40.19,21.32,30.76,375.91,356.07,0.68,0.61,1.29,22.62,6.42,3.74,0.85,0.0,0.18,2.87,65.77,156.27,594.82,819.73,818.88,150,5.4592,23-03-2010,0.196154148,4174.675939492944,3005,0.1961541475
0.0,39.59,21.04,30.32,386.6,353.6,0.65,1.51,1.86,23.21,6.1,3.71,0.83,0.0,0.18,2.8,65.76,156.26,594.69,819.51,818.68,150,5.457866667,24-03-2010,0.196154148,4173.656333216202,3005,0.1961541475
0.0,39.18,22.82,31.0,411.81,347.3,0.61,2.46,2.65,26.14,5.91,3.47,0.75,0.03,0.19,2.74,65.74,156.24,594.54,819.26,818.51,150,5.456733333,25-03-2010,0.196154148,4172.789667880971,3005,0.1961541475
0.0,39.24,23.22,31.23,401.81,339.87,0.68,1.95,2.36,26.96,5.69,3.44,0.77,0.04,0.19,2.72,65.73,156.23,594.39,819.07,818.3,150,5.455333333,26-03-2010,0.196154148,4171.719081290392,3005,0.1961541475
0.69,39.17,24.4,31.78,404.35,337.04,0.95,1.92,2.45,25.5,5.75,3.54,0.78,0.04,0.19,2.69,65.71,156.21,594.23,818.84,818.75,150,5.458333333,27-03-2010,0.196154148,4174.013195413062,3005,0.1961541475
0.0,39.25,23.1,31.18,387.83,352.36,1.15,0.76,2.09,24.21,6.13,3.66,0.77,0.02,0.18,2.66,65.7,156.2,594.08,818.64,817.87,150,5.452466667,28-03-2010,0.196154148,4169.526927795397,3005,0.1961541475
0.0,38.59,23.25,30.92,377.72,359.74,2.2,0.81,2.73,19.89,6.19,3.49,0.76,0.01,0.18,2.63,65.68,156.19,593.95,818.45,817.69,150,5.451266667,29-03-2010,0.196154148,4168.609282146329,3005,0.1961541475
0.94,38.85,23.73,31.29,371.84,362.82,2.86,0.13,3.23,17.58,6.71,3.49,0.7,0.0,0.18,2.61,65.67,156.18,593.81,818.27,818.51,150,5.456733333,30-03-2010,0.196154148,4172.789667880971,3005,0.1961541475
